JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460865.56246979,7.338,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.012,Z,,8.609,2460865.56141,RR Lyr,AAVSO,STD,,,,
2460865.56293974,7.332,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.012,Z,,8.618,2460865.56188,RR Lyr,AAVSO,STD,,,,
2460865.56325971,7.333,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.012,Z,,8.613,2460865.5622,RR Lyr,AAVSO,STD,,,,
2460865.56356968,7.331,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.012,Z,,8.611,2460865.56251,RR Lyr,AAVSO,STD,,,,
2460865.56371967,7.338,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.013,Z,,8.613,2460865.56266,RR Lyr,AAVSO,STD,,,,
2460865.56419962,7.342,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.013,Z,,8.611,2460865.56314,RR Lyr,AAVSO,STD,,,,
2460865.56435961,7.334,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.013,Z,,8.609,2460865.5633,RR Lyr,AAVSO,STD,,,,
2460865.56466958,7.335,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.013,Z,,8.612,2460865.56361,RR Lyr,AAVSO,STD,,,,
2460865.56482956,7.349,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.013,Z,,8.613,2460865.56377,RR Lyr,AAVSO,STD,,,,
2460865.56498955,7.345,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.014,Z,,8.61,2460865.56393,RR Lyr,AAVSO,STD,,,,
2460865.56514953,7.34,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.014,Z,,8.613,2460865.56409,RR Lyr,AAVSO,STD,,,,
2460865.56529952,7.343,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.014,Z,,8.612,2460865.56424,RR Lyr,AAVSO,STD,,,,
2460865.5654595,7.339,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.014,Z,,8.612,2460865.5644,RR Lyr,AAVSO,STD,,,,
2460865.56561949,7.355,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.014,Z,,8.619,2460865.56456,RR Lyr,AAVSO,STD,,,,
2460865.56576947,7.355,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.014,Z,,8.614,2460865.56471,RR Lyr,AAVSO,STD,,,,
2460865.56592946,7.337,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.014,Z,,8.612,2460865.56487,RR Lyr,AAVSO,STD,,,,
2460865.56607945,7.35,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.014,Z,,8.615,2460865.56502,RR Lyr,AAVSO,STD,,,,
2460865.56624943,7.342,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.015,Z,,8.614,2460865.56519,RR Lyr,AAVSO,STD,,,,
2460865.56671938,7.345,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.015,Z,,8.613,2460865.56566,RR Lyr,AAVSO,STD,,,,
2460865.56686937,7.353,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.015,Z,,8.614,2460865.56581,RR Lyr,AAVSO,STD,,,,
2460865.56702935,7.36,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.015,Z,,8.616,2460865.56597,RR Lyr,AAVSO,STD,,,,
2460865.56719934,7.349,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.015,Z,,8.617,2460865.56614,RR Lyr,AAVSO,STD,,,,
2460865.56734932,7.35,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.015,Z,,8.613,2460865.56629,RR Lyr,AAVSO,STD,,,,
2460865.56766929,7.362,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.016,Z,,8.612,2460865.56661,RR Lyr,AAVSO,STD,,,,
2460865.56781928,7.349,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.016,Z,,8.614,2460865.56676,RR Lyr,AAVSO,STD,,,,
2460865.56797926,7.355,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.016,Z,,8.613,2460865.56692,RR Lyr,AAVSO,STD,,,,
2460865.56812925,7.358,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.016,Z,,8.619,2460865.56707,RR Lyr,AAVSO,STD,,,,
2460865.56829923,7.36,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.016,Z,,8.615,2460865.56724,RR Lyr,AAVSO,STD,,,,
2460865.56845922,7.352,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.016,Z,,8.613,2460865.5674,RR Lyr,AAVSO,STD,,,,
2460865.5686092,7.349,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.017,Z,,8.614,2460865.56755,RR Lyr,AAVSO,STD,,,,
2460865.56891917,7.361,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.017,Z,,8.612,2460865.56786,RR Lyr,AAVSO,STD,,,,
2460865.56907916,7.353,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.017,Z,,8.611,2460865.56802,RR Lyr,AAVSO,STD,,,,
2460865.56939913,7.358,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.017,Z,,8.608,2460865.56834,RR Lyr,AAVSO,STD,,,,
2460865.56955911,7.365,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.017,Z,,8.608,2460865.5685,RR Lyr,AAVSO,STD,,,,
2460865.5697091,7.353,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.018,Z,,8.605,2460865.56865,RR Lyr,AAVSO,STD,,,,
2460865.56986908,7.364,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.018,Z,,8.609,2460865.56881,RR Lyr,AAVSO,STD,,,,
2460865.57001907,7.37,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.018,Z,,8.614,2460865.56896,RR Lyr,AAVSO,STD,,,,
2460865.57017905,7.358,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.018,Z,,8.61,2460865.56912,RR Lyr,AAVSO,STD,,,,
2460865.57048902,7.358,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.018,Z,,8.611,2460865.56943,RR Lyr,AAVSO,STD,,,,
2460865.57080899,7.365,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.018,Z,,8.616,2460865.56975,RR Lyr,AAVSO,STD,,,,
2460865.57096898,7.377,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.019,Z,,8.616,2460865.56991,RR Lyr,AAVSO,STD,,,,
2460865.57112896,7.374,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.019,Z,,8.612,2460865.57007,RR Lyr,AAVSO,STD,,,,
2460865.57143893,7.361,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.019,Z,,8.615,2460865.57038,RR Lyr,AAVSO,STD,,,,
2460865.57160892,7.368,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.019,Z,,8.61,2460865.57055,RR Lyr,AAVSO,STD,,,,
2460865.5717589,7.372,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.019,Z,,8.613,2460865.5707,RR Lyr,AAVSO,STD,,,,
2460865.57191889,7.38,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.02,Z,,8.613,2460865.57086,RR Lyr,AAVSO,STD,,,,
2460865.57222886,7.372,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.02,Z,,8.614,2460865.57117,RR Lyr,AAVSO,STD,,,,
2460865.57238884,7.378,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.02,Z,,8.614,2460865.57133,RR Lyr,AAVSO,STD,,,,
2460865.57270881,7.378,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.02,Z,,8.611,2460865.57165,RR Lyr,AAVSO,STD,,,,
2460865.5728588,7.374,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.02,Z,,8.611,2460865.5718,RR Lyr,AAVSO,STD,,,,
2460865.57301878,7.384,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.021,Z,,8.608,2460865.57196,RR Lyr,AAVSO,STD,,,,
2460865.57317877,7.374,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.021,Z,,8.612,2460865.57212,RR Lyr,AAVSO,STD,,,,
2460865.57348874,7.369,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.021,Z,,8.616,2460865.57243,RR Lyr,AAVSO,STD,,,,
2460865.57363872,7.378,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.021,Z,,8.607,2460865.57258,RR Lyr,AAVSO,STD,,,,
2460865.57379871,7.387,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.021,Z,,8.611,2460865.57274,RR Lyr,AAVSO,STD,,,,
2460865.57396869,7.386,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.022,Z,,8.613,2460865.57291,RR Lyr,AAVSO,STD,,,,
2460865.57411868,7.381,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.022,Z,,8.617,2460865.57306,RR Lyr,AAVSO,STD,,,,
2460865.57427866,7.39,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.022,Z,,8.616,2460865.57322,RR Lyr,AAVSO,STD,,,,
2460865.57442865,7.386,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.022,Z,,8.611,2460865.57337,RR Lyr,AAVSO,STD,,,,
2460865.57473862,7.379,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.022,Z,,8.611,2460865.57368,RR Lyr,AAVSO,STD,,,,
2460865.57506859,7.375,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.023,Z,,8.61,2460865.57401,RR Lyr,AAVSO,STD,,,,
2460865.57553854,7.388,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.023,Z,,8.613,2460865.57448,RR Lyr,AAVSO,STD,,,,
2460865.57568853,7.38,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.023,Z,,8.615,2460865.57463,RR Lyr,AAVSO,STD,,,,
2460865.57584851,7.383,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.023,Z,,8.608,2460865.57479,RR Lyr,AAVSO,STD,,,,
2460865.5759985,7.379,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.024,Z,,8.617,2460865.57494,RR Lyr,AAVSO,STD,,,,
2460865.57647845,7.4,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.024,Z,,8.615,2460865.57542,RR Lyr,AAVSO,STD,,,,
2460865.57663844,7.393,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.024,Z,,8.614,2460865.57558,RR Lyr,AAVSO,STD,,,,
2460865.57678842,7.391,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.024,Z,,8.614,2460865.57573,RR Lyr,AAVSO,STD,,,,
2460865.57694841,7.394,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.025,Z,,8.61,2460865.57589,RR Lyr,AAVSO,STD,,,,
2460865.57711839,7.404,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.025,Z,,8.611,2460865.57606,RR Lyr,AAVSO,STD,,,,
2460865.57726838,7.4,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.025,Z,,8.613,2460865.57621,RR Lyr,AAVSO,STD,,,,
2460865.57742836,7.4,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.025,Z,,8.615,2460865.57637,RR Lyr,AAVSO,STD,,,,
2460865.57757835,7.395,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.025,Z,,8.608,2460865.57652,RR Lyr,AAVSO,STD,,,,
2460865.57773833,7.394,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.025,Z,,8.619,2460865.57668,RR Lyr,AAVSO,STD,,,,
2460865.57789832,7.401,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.026,Z,,8.612,2460865.57684,RR Lyr,AAVSO,STD,,,,
2460865.5780483,7.39,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.026,Z,,8.609,2460865.57699,RR Lyr,AAVSO,STD,,,,
2460865.57820829,7.394,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.026,Z,,8.614,2460865.57715,RR Lyr,AAVSO,STD,,,,
2460865.57836827,7.412,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.026,Z,,8.613,2460865.57731,RR Lyr,AAVSO,STD,,,,
2460865.57868824,7.396,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.026,Z,,8.61,2460865.57763,RR Lyr,AAVSO,STD,,,,
2460865.57883823,7.398,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.027,Z,,8.61,2460865.57778,RR Lyr,AAVSO,STD,,,,
2460865.57899821,7.402,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.027,Z,,8.613,2460865.57794,RR Lyr,AAVSO,STD,,,,
2460865.5791482,7.407,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.027,Z,,8.608,2460865.57809,RR Lyr,AAVSO,STD,,,,
2460865.57947817,7.398,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.027,Z,,8.61,2460865.57842,RR Lyr,AAVSO,STD,,,,
2460865.57978814,7.41,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.028,Z,,8.614,2460865.57873,RR Lyr,AAVSO,STD,,,,
2460865.57993812,7.403,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.028,Z,,8.616,2460865.57888,RR Lyr,AAVSO,STD,,,,
2460865.58009811,7.404,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.028,Z,,8.61,2460865.57904,RR Lyr,AAVSO,STD,,,,
2460865.58040808,7.41,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.028,Z,,8.61,2460865.57935,RR Lyr,AAVSO,STD,,,,
2460865.58057806,7.416,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.029,Z,,8.614,2460865.57952,RR Lyr,AAVSO,STD,,,,
2460865.58104802,7.41,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.029,Z,,8.613,2460865.57999,RR Lyr,AAVSO,STD,,,,
2460865.581198,7.417,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.029,Z,,8.612,2460865.58014,RR Lyr,AAVSO,STD,,,,
2460865.58135799,7.409,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.029,Z,,8.611,2460865.5803,RR Lyr,AAVSO,STD,,,,
2460865.58150797,7.421,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.03,Z,,8.614,2460865.58045,RR Lyr,AAVSO,STD,,,,
2460865.58167796,7.421,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.03,Z,,8.611,2460865.58062,RR Lyr,AAVSO,STD,,,,
2460865.58183794,7.426,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.03,Z,,8.612,2460865.58078,RR Lyr,AAVSO,STD,,,,
2460865.58214791,7.416,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.03,Z,,8.611,2460865.58109,RR Lyr,AAVSO,STD,,,,
2460865.5822979,7.409,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.031,Z,,8.608,2460865.58124,RR Lyr,AAVSO,STD,,,,
2460865.58261787,7.411,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.031,Z,,8.61,2460865.58156,RR Lyr,AAVSO,STD,,,,
2460865.58276785,7.43,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.031,Z,,8.612,2460865.58171,RR Lyr,AAVSO,STD,,,,
2460865.58293784,7.428,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.031,Z,,8.608,2460865.58188,RR Lyr,AAVSO,STD,,,,
2460865.58324781,7.433,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.032,Z,,8.61,2460865.58219,RR Lyr,AAVSO,STD,,,,
2460865.58355778,7.413,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.032,Z,,8.612,2460865.5825,RR Lyr,AAVSO,STD,,,,
2460865.58386775,7.424,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.033,Z,,8.614,2460865.58281,RR Lyr,AAVSO,STD,,,,
2460865.58403773,7.419,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.033,Z,,8.616,2460865.58298,RR Lyr,AAVSO,STD,,,,
2460865.58419772,7.431,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.033,Z,,8.609,2460865.58314,RR Lyr,AAVSO,STD,,,,
2460865.5843477,7.433,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.033,Z,,8.61,2460865.58329,RR Lyr,AAVSO,STD,,,,
2460865.58450769,7.423,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.033,Z,,8.612,2460865.58345,RR Lyr,AAVSO,STD,,,,
2460865.58465767,7.43,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.033,Z,,8.609,2460865.5836,RR Lyr,AAVSO,STD,,,,
2460865.58481766,7.438,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.034,Z,,8.612,2460865.58376,RR Lyr,AAVSO,STD,,,,
2460865.58498764,7.423,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.034,Z,,8.611,2460865.58393,RR Lyr,AAVSO,STD,,,,
2460865.58513763,7.43,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.034,Z,,8.613,2460865.58408,RR Lyr,AAVSO,STD,,,,
2460865.58529761,7.427,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.034,Z,,8.617,2460865.58424,RR Lyr,AAVSO,STD,,,,
2460865.5854476,7.441,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.034,Z,,8.61,2460865.58439,RR Lyr,AAVSO,STD,,,,
2460865.58560758,7.432,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.035,Z,,8.614,2460865.58455,RR Lyr,AAVSO,STD,,,,
2460865.58576757,7.436,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.035,Z,,8.61,2460865.58471,RR Lyr,AAVSO,STD,,,,
2460865.58607754,7.433,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.035,Z,,8.612,2460865.58502,RR Lyr,AAVSO,STD,,,,
2460865.58623752,7.44,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.036,Z,,8.614,2460865.58518,RR Lyr,AAVSO,STD,,,,
2460865.58639751,7.432,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.036,Z,,8.611,2460865.58534,RR Lyr,AAVSO,STD,,,,
2460865.58655749,7.442,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.036,Z,,8.608,2460865.5855,RR Lyr,AAVSO,STD,,,,
2460865.58670748,7.436,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.036,Z,,8.614,2460865.58565,RR Lyr,AAVSO,STD,,,,
2460865.58686746,7.442,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.036,Z,,8.613,2460865.58581,RR Lyr,AAVSO,STD,,,,
2460865.58717743,7.436,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.037,Z,,8.614,2460865.58612,RR Lyr,AAVSO,STD,,,,
2460865.5874974,7.454,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.037,Z,,8.612,2460865.58644,RR Lyr,AAVSO,STD,,,,
2460865.58765739,7.439,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.037,Z,,8.613,2460865.5866,RR Lyr,AAVSO,STD,,,,
2460865.58827733,7.444,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.038,Z,,8.618,2460865.58722,RR Lyr,AAVSO,STD,,,,
2460865.58844731,7.442,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.038,Z,,8.614,2460865.58739,RR Lyr,AAVSO,STD,,,,
2460865.5885973,7.454,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.039,Z,,8.611,2460865.58754,RR Lyr,AAVSO,STD,,,,
2460865.58875728,7.448,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.039,Z,,8.616,2460865.5877,RR Lyr,AAVSO,STD,,,,
2460865.58891727,7.461,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.039,Z,,8.612,2460865.58786,RR Lyr,AAVSO,STD,,,,
2460865.58906725,7.441,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.039,Z,,8.613,2460865.58801,RR Lyr,AAVSO,STD,,,,
2460865.58922724,7.444,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.039,Z,,8.611,2460865.58817,RR Lyr,AAVSO,STD,,,,
2460865.58937722,7.458,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.04,Z,,8.611,2460865.58832,RR Lyr,AAVSO,STD,,,,
2460865.58954721,7.456,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.04,Z,,8.613,2460865.58849,RR Lyr,AAVSO,STD,,,,
2460865.58970719,7.462,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.04,Z,,8.612,2460865.58865,RR Lyr,AAVSO,STD,,,,
2460865.59001716,7.464,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.041,Z,,8.614,2460865.58896,RR Lyr,AAVSO,STD,,,,
2460865.59032713,7.465,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.041,Z,,8.617,2460865.58927,RR Lyr,AAVSO,STD,,,,
2460865.59048712,7.458,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.041,Z,,8.615,2460865.58943,RR Lyr,AAVSO,STD,,,,
2460865.5906471,7.461,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.041,Z,,8.614,2460865.58959,RR Lyr,AAVSO,STD,,,,
2460865.59080709,7.463,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.042,Z,,8.612,2460865.58975,RR Lyr,AAVSO,STD,,,,
2460865.59095707,7.466,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.042,Z,,8.61,2460865.5899,RR Lyr,AAVSO,STD,,,,
2460865.59111706,7.452,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.042,Z,,8.61,2460865.59006,RR Lyr,AAVSO,STD,,,,
2460865.59127704,7.454,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.042,Z,,8.612,2460865.59022,RR Lyr,AAVSO,STD,,,,
2460865.59158701,7.462,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.043,Z,,8.609,2460865.59053,RR Lyr,AAVSO,STD,,,,
2460865.591737,7.455,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.043,Z,,8.609,2460865.59068,RR Lyr,AAVSO,STD,,,,
2460865.59190698,7.464,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.043,Z,,8.608,2460865.59085,RR Lyr,AAVSO,STD,,,,
2460865.59206697,7.462,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.043,Z,,8.611,2460865.59101,RR Lyr,AAVSO,STD,,,,
2460865.59221695,7.46,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.044,Z,,8.614,2460865.59116,RR Lyr,AAVSO,STD,,,,
2460865.59237694,7.474,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.044,Z,,8.609,2460865.59132,RR Lyr,AAVSO,STD,,,,
2460865.59252692,7.467,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.044,Z,,8.612,2460865.59147,RR Lyr,AAVSO,STD,,,,
2460865.59268691,7.475,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.044,Z,,8.612,2460865.59163,RR Lyr,AAVSO,STD,,,,
2460865.59285689,7.474,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.045,Z,,8.616,2460865.5918,RR Lyr,AAVSO,STD,,,,
2460865.59316686,7.472,0.005,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.045,Z,,8.613,2460865.59211,RR Lyr,AAVSO,STD,,,,
2460865.5937968,7.467,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.046,Z,,8.613,2460865.59274,RR Lyr,AAVSO,STD,,,,
2460865.59398678,7.484,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.046,Z,,8.616,2460865.59293,RR Lyr,AAVSO,STD,,,,
2460865.59434675,7.483,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.047,Z,,8.616,2460865.59329,RR Lyr,AAVSO,STD,,,,
2460865.59451673,7.478,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.047,Z,,8.613,2460865.59346,RR Lyr,AAVSO,STD,,,,
2460865.59470672,7.48,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.047,Z,,8.61,2460865.59365,RR Lyr,AAVSO,STD,,,,
2460865.59506668,7.481,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.048,Z,,8.61,2460865.59401,RR Lyr,AAVSO,STD,,,,
2460865.59542665,7.473,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.048,Z,,8.615,2460865.59437,RR Lyr,AAVSO,STD,,,,
2460865.59559663,7.473,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.049,Z,,8.612,2460865.59454,RR Lyr,AAVSO,STD,,,,
2460865.5959566,7.483,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.049,Z,,8.614,2460865.5949,RR Lyr,AAVSO,STD,,,,
2460865.59634656,7.48,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.05,Z,,8.612,2460865.59529,RR Lyr,AAVSO,STD,,,,
2460865.59656654,7.486,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.05,Z,,8.616,2460865.59551,RR Lyr,AAVSO,STD,,,,
2460865.59678652,7.486,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.051,Z,,8.614,2460865.59573,RR Lyr,AAVSO,STD,,,,
2460865.59723648,7.485,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.051,Z,,8.613,2460865.59618,RR Lyr,AAVSO,STD,,,,
2460865.59746645,7.482,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.052,Z,,8.614,2460865.59641,RR Lyr,AAVSO,STD,,,,
2460865.59768643,7.493,0.004,,V,ATE,,ENSEMBLE,86,X22753EM,,0,1.052,Z,,8.613,2460865.59663,RR Lyr,AAVSO,STD,,,,
